DATASET_PID,DATASET_ID,TRACKING_IDs
hdl:21.14100/a1046f18-f5a7-3151-badd-babcbc6a3f70,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siv.gn.v20200303,hdl:21.14100/cfe2a12f-67c8-4d65-8af1-f1c66e0f3629
hdl:21.14100/be760cbf-4c47-3e66-9569-1c2e05cf9823,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.chlos.gn.v20200303,hdl:21.14100/e17384d0-41de-4df2-8fbe-ab5abd4858ac
hdl:21.14100/7d0ba000-0cc4-3fc2-b332-182b8479e2ea,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.hfds.gn.v20200303,hdl:21.14100/b110fced-ec0a-4599-a53c-75e5ec35221d
hdl:21.14100/c2140581-5a71-3a37-aced-bc7bfb3aed03,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siforcetilty.gn.v20200303,hdl:21.14100/aebff7c4-0922-422e-bd2f-5f2363060fe7
hdl:21.14100/ad3959a8-772d-3fac-84f5-4c0a5d74aa58,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.sob.gn.v20200303,hdl:21.14100/807f5fc5-ac7c-4d6a-9d3b-6af2bc5e3778
hdl:21.14100/e6072334-a432-390c-9aee-b3cba21ae590,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sivol.gn.v20200303,hdl:21.14100/e43b2136-41ac-414a-b895-cf6f714ea8e8
hdl:21.14100/2229e30d-8845-3f13-b149-d27cd6719386,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.cfc12.gn.v20200303,hdl:21.14100/7637aba3-9f31-4137-93a2-0782d9d9db25;hdl:21.14100/41c23944-8037-4404-b770-ea389fefd5c1
hdl:21.14100/f69240f1-29e3-3a47-97da-229872509c7d,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.rlntds.gn.v20200303,hdl:21.14100/a8095240-da40-4ba6-9ef2-47d46cac1fec
hdl:21.14100/0ac4e612-5453-3378-a531-7fd7b097961d,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.tob.gn.v20200303,hdl:21.14100/1d3431e4-147b-4990-93e2-1cefd65d79dd
hdl:21.14100/2e437950-4e48-33ee-b7ee-a9977fc1015e,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sistrydtop.gn.v20200303,hdl:21.14100/9aa2d846-9264-4d7a-aeb5-c1736b1d6e19
hdl:21.14100/122d9129-2611-344b-8e7f-408f12991116,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sistresave.gn.v20200303,hdl:21.14100/ddfdfa69-8d1c-43af-a0fe-8a27ad1e66f4
hdl:21.14100/e2ff229d-5bb0-3441-bf94-30550fc86cf8,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.siitdthick.gn.v20200303,hdl:21.14100/9bea6f5d-c62f-4fa6-8e7d-f40ae4558da5
hdl:21.14100/929fc54c-771a-3a4b-911f-a8a76630efd7,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sisnmass.gn.v20200303,hdl:21.14100/3fa0f363-ce09-4846-b1a3-fcfa0d5a76b3
hdl:21.14100/65d494cc-bd3b-3a32-a1b2-d75fa8e886a5,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sidconcth.gn.v20200303,hdl:21.14100/7c805074-3260-483f-8d9a-bcea600a7bbf
hdl:21.14100/d2d7cf3a-b5ce-30b6-b05e-533943157ea5,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SIday.siconc.gn.v20200303,hdl:21.14100/387da2c2-58f7-4de0-9c97-414f1d66af1c;hdl:21.14100/92fda4aa-045f-499a-bf4a-7abf5f123635
hdl:21.14100/c6a9b3d7-4553-327c-a276-2fa812693e81,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.wfo.gn.v20200303,hdl:21.14100/43be4397-330e-41c4-b7da-59801788a940
hdl:21.14100/14327d45-90c0-3d3e-832a-cbf9899c1edf,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sndmasssubl.gn.v20200303,hdl:21.14100/2551ff98-f4bc-4d2e-8790-f1afa479dc15
hdl:21.14100/79cf71e5-12d4-349d-9e4f-6af425484f3e,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SIday.sitimefrac.gn.v20200303,hdl:21.14100/3e826cbf-a045-4734-87b0-0aad003dee3f;hdl:21.14100/f0428f25-aacb-4087-9b2e-61d40a2f24f8
hdl:21.14100/30fe4828-7237-3e14-bddc-5679d56be9ed,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sicompstren.gn.v20200303,hdl:21.14100/69f52515-7912-4fb0-9b4f-2b9210231f29
hdl:21.14100/19de2240-e91f-3ec8-93ca-88d292354e31,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sistrxdtop.gn.v20200303,hdl:21.14100/f0c38eb2-399f-4f76-a033-6783a6e6b268
hdl:21.14100/53d98c89-b359-3e1c-b21f-321ee676aad8,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.SImon.sndmassmelt.gn.v20200303,hdl:21.14100/6c402e10-c43c-4487-b79a-30981641b29d
hdl:21.14100/a66f16b7-c893-356d-8825-61c271b78c58,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.fgcfc11.gn.v20200303,hdl:21.14100/59adc0d7-a167-403f-8c47-96aa99eca5f3;hdl:21.14100/d4493f9d-5c4e-4f88-83a4-a26879dbc81b
hdl:21.14100/9faccf3f-847b-3850-85c5-e10964604a3b,CMIP6.C4MIP.MRI.MRI-ESM2-0.ssp585-bgc.r1i2p1f1.Omon.prra.gn.v20200303,hdl:21.14100/2e528043-f6b5-45a0-be8c-f24ca20a48d8
